donor,receiver,P_wastes,P_resources,G_waste,G_resource
ND - Olive oil production,Taranto,Oil mill waste water,Cooling;Heat,agro-industrial waste,heat
ND - Olive oil production,ND - Electricity production - Organic Rankine Cycle,Oil mill waste water,Process heat,agro-industrial waste,heat
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,agro-industrial waste,energy resources
ND - Olive oil production,ENI refinery,Oil mill waste water,Process energy,agro-industrial waste,energy resources
ND - Olive oil production,ILVA,Oil mill waste water,Process energy,agro-industrial waste,energy resources
ND - Olive oil production,Edison power station,Oil mill waste water,Process energy,agro-industrial waste,energy resources
ND - Olive oil production,CEMENTIR,Oil mill waste water,Process energy,agro-industrial waste,energy resources
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,agro-industrial waste,energy resources
ND - Olive oil production,EniPower power station,Oil mill waste water,Process energy,agro-industrial waste,energy resources
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,agro-industrial waste,nutrients
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,agro-industrial waste,animal feed
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Fertilizer,agro-industrial waste,animal feed
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,agro-industrial waste,sugar
ND - Olive oil production,CEMENTIR,Oil mill waste water,Raw material for Cement production,agro-industrial waste,secondary raw materials
ND - Olive oil production,ND - Construction materials production,Oil mill waste water,Raw material for Construction materials production,agro-industrial waste,secondary raw materials
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw material for Road construction;Raw materials,agro-industrial waste,secondary raw materials
ND - Olive oil production,ND - Distilleries,Oil mill waste water,Raw material for Distilleries,agro-industrial waste,secondary raw materials
ND - Olive oil production,ND - Marine embarkments,Oil mill waste water,Raw material for Marine embarkments,agro-industrial waste,secondary raw materials
ND - Olive oil production,ND - Steelworks,Oil mill waste water,Raw material for Steelworks,agro-industrial waste,secondary raw materials
ND - Olive oil production,ND - Production of refractories,Oil mill waste water,Raw material for Production of refractories,agro-industrial waste,secondary raw materials
ND - Olive oil production,ND - Production of concrete,Oil mill waste water,Raw material for Production of concrete,agro-industrial waste,secondary raw materials
ND - Olive oil production,ND - Production of bricks,Oil mill waste water,Raw material for Production of bricks,agro-industrial waste,secondary raw materials
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,agro-industrial waste,extract
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,agro-industrial waste,biofertilizer
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,agro-industrial waste,ethanol
ND - Olive oil production,ENI refinery,Oil mill waste water,Process energy,agro-industrial waste,ethanol
ND - Olive oil production,ILVA,Oil mill waste water,Process energy,agro-industrial waste,ethanol
ND - Olive oil production,Edison power station,Oil mill waste water,Process energy,agro-industrial waste,ethanol
ND - Olive oil production,CEMENTIR,Oil mill waste water,Process energy,agro-industrial waste,ethanol
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,agro-industrial waste,ethanol
ND - Olive oil production,EniPower power station,Oil mill waste water,Process energy,agro-industrial waste,ethanol
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,agro-industrial waste,materials
ND - Olive oil production,Enipower power station,Oil mill waste water,Water,agro-industrial waste,phenol
ND - Olive oil production,ENI refinery,Oil mill waste water,Water,agro-industrial waste,phenol
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,agro-industrial waste,value-added ingredients
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,agro-industrial waste,liquid biofuel
ND - Olive oil production,ENI refinery,Oil mill waste water,Process heat;Process energy,agro-industrial waste,thermal energy
ND - Olive oil production,ILVA,Oil mill waste water,Process heat;Process energy,agro-industrial waste,thermal energy
ND - Olive oil production,Edison power station,Oil mill waste water,Process heat;Process energy,agro-industrial waste,thermal energy
ND - Olive oil production,CEMENTIR,Oil mill waste water,Process energy,agro-industrial waste,thermal energy
ND - Olive oil production,Taranto,Oil mill waste water,Cooling;Heat,agro-industrial waste,thermal energy
ND - Olive oil production,EniPower power station,Oil mill waste water,Process energy,agro-industrial waste,thermal energy
ND - Olive oil production,ND - Electricity production - Organic Rankine Cycle,Oil mill waste water,Process heat,agro-industrial waste,thermal energy
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,wastewater generated during the hydrothermal liquefaction process,biofuels
ND - Olive oil production,ENI refinery,Oil mill waste water,Process energy,wastewater generated during the hydrothermal liquefaction process,biofuels
ND - Olive oil production,ILVA,Oil mill waste water,Process energy,wastewater generated during the hydrothermal liquefaction process,biofuels
ND - Olive oil production,Edison power station,Oil mill waste water,Process energy,wastewater generated during the hydrothermal liquefaction process,biofuels
ND - Olive oil production,CEMENTIR,Oil mill waste water,Process energy,wastewater generated during the hydrothermal liquefaction process,biofuels
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,wastewater generated during the hydrothermal liquefaction process,biofuels
ND - Olive oil production,EniPower power station,Oil mill waste water,Process energy,wastewater generated during the hydrothermal liquefaction process,biofuels
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,wastewater generated during the hydrothermal liquefaction process,bioenergy
ND - Olive oil production,ENI refinery,Oil mill waste water,Process energy,wastewater generated during the hydrothermal liquefaction process,bioenergy
ND - Olive oil production,ILVA,Oil mill waste water,Process energy,wastewater generated during the hydrothermal liquefaction process,bioenergy
ND - Olive oil production,Edison power station,Oil mill waste water,Process energy,wastewater generated during the hydrothermal liquefaction process,bioenergy
ND - Olive oil production,CEMENTIR,Oil mill waste water,Process energy,wastewater generated during the hydrothermal liquefaction process,bioenergy
ND - Olive oil production,EniPower power station,Oil mill waste water,Process energy,wastewater generated during the hydrothermal liquefaction process,bioenergy
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,wastewater generated during the hydrothermal liquefaction process,nutrients
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,drilling waste,recovered materials
ND - Olive oil production,Enipower power station,Oil mill waste water,Water,drilling waste,treated water
ND - Olive oil production,ENI refinery,Oil mill waste water,Water,drilling waste,treated water
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,drilling waste,treated water
ND - Olive oil production,ND - Isolated buildings,Oil mill waste water,Removal or retention of phosphorous from wastewater,drilling waste,treated water
ND - Olive oil production,ND - Steelworks,Oil mill waste water,Raw material for Steelworks,drilling waste,recycled steel
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,drilling waste,soil amendment
ND - Olive oil production,ND - Road construction,Oil mill waste water,Road foundations,drilling waste,stabilized subgrade soil
ND - Power plant,ND - Production of concrete,Fly ash,Raw material for Production of concrete,concrete rubble,structural concrete
ND - Power plant,ND - Production of concrete,Fly ash,Raw material for Production of concrete,concrete rubble,fine aggregate
ND - Power plant,CEMENTIR,Fly ash,Raw material for Cement production,concrete rubble,concrete
ND - Power plant,ND - Construction materials production,Fly ash,Raw material for Construction materials production,concrete rubble,concrete
ND - Power plant,ND - Road construction,Fly ash,Paving,concrete rubble,concrete
ND - Power plant,ND - Production of concrete,Fly ash,Raw material for Production of concrete,concrete rubble,concrete
ND - Power plant,ND - Road construction,Fly ash,Raw materials,concrete rubble,reused materials
ND - Power plant,ND - Agroindustry,Fly ash,Fertilizer,concrete rubble,calcium carbonate
ND - Power plant,Enipower power station,Fly ash,Water,lignite,adsorbent
ND - Power plant,ENI refinery,Fly ash,Water,lignite,adsorbent
ND - Power plant,ND - Agroindustry,Fly ash,Fertilizer,lignite,adsorbent
ND - Power plant,Enipower power station,Fly ash,Water,lignite,precipitation
ND - Power plant,ENI refinery,Fly ash,Water,lignite,precipitation
ND - Power plant,Enipower power station,Fly ash,Fuel,lignite,biogas
ND - Power plant,ND - Agroindustry,Fly ash,Fertiliser;Fertilizer,lignite,biogas
ND - Power plant,Enipower power station,Fly ash,Water,steelmaking dust,zinc
ND - Power plant,ENI refinery,Fly ash,Water,steelmaking dust,zinc
ND - Power plant,ND - Agroindustry,Fly ash,Fertilizer,steelmaking dust,zinc
ND - Power plant,ND - Agroindustry,Fly ash,Fertilizer,slag,geopolymer
ND - Power plant,CEMENTIR,Fly ash,Raw material for Cement production,slag,concrete
ND - Power plant,ND - Construction materials production,Fly ash,Raw material for Construction materials production,slag,concrete
ND - Power plant,ND - Road construction,Fly ash,Paving,slag,concrete
ND - Power plant,ND - Production of concrete,Fly ash,Raw material for Production of concrete,slag,concrete
ND - Power plant,ND - Production of bricks,Fly ash,Raw material for Production of bricks,slag,eco-friendly brick
ND - Power plant,ND - Production of bricks,Fly ash,Raw material for Production of bricks,slag,coated brick particles
ND - Power plant,CEMENTIR,Fly ash,Raw material for Cement production,slag,composite cement
ND - Power plant,CEMENTIR,Fly ash,Raw material for Cement production,slag,feedstock for cement clinker production
ND - Power plant,ND - Construction materials production,Fly ash,Raw material for Construction materials production,slag,feedstock for cement clinker production
ND - Power plant,ND - Road construction,Fly ash,Raw materials,slag,feedstock for cement clinker production
ND - Power plant,ND - Production of refractories,Fly ash,Raw material for Production of refractories,slag,feedstock for cement clinker production
ND - Power plant,ND - Production of concrete,Fly ash,Raw material for Production of concrete,slag,feedstock for cement clinker production
ND - Power plant,Enipower power station,Fly ash,Water,slag,zinc
ND - Power plant,ENI refinery,Fly ash,Water,slag,zinc
ND - Power plant,ND - Agroindustry,Fly ash,Fertilizer,slag,zinc
ND - Power plant,ND - Agroindustry,Fly ash,Fertilizer,slag,lead
ND - Power plant,Enipower power station,Fly ash,Water,slag,copper
ND - Power plant,ENI refinery,Fly ash,Water,slag,copper
ND - Power plant,ND - Road construction,Fly ash,Raw materials,slag,copper
